,CustomerID,Recency,Frequency,Monetary,Cluster
193,12587.0,8,1,144.0,NewCustomer
194,12588.0,39,1,214.9,AtRisk
195,12589.0,29,2,646.68,NewCustomer
196,12590.0,211,2,9864.26,CantLoseThem
197,12591.0,317,1,452.85,AtRisk
198,12592.0,92,2,437.6,AtRisk
199,12593.0,109,3,418.1,AtRisk
200,12594.0,38,10,3338.2200000000003,Loyal
201,12596.0,51,2,618.27,CantLoseThem
202,12597.0,19,4,3811.22,CantLoseThem
203,12598.0,10,8,3023.08,Loyal
204,12599.0,29,7,1032.58,CantLoseThem
205,12600.0,29,10,2599.04,Loyal
206,12601.0,190,5,577.0600000000001,CantLoseThem
207,12602.0,59,1,153.12,AtRisk
208,12603.0,22,1,739.1999999999999,NewCustomer
209,12604.0,79,2,254.18,AtRisk
210,12607.0,60,1,1579.51,CantLoseThem
211,12609.0,78,3,1126.85,CantLoseThem
212,12610.0,23,5,2099.54,CantLoseThem
213,12611.0,52,1,1193.32,CantLoseThem
214,12612.0,74,1,704.0400000000001,AtRisk
215,12613.0,57,5,3344.38,CantLoseThem
216,12614.0,278,1,315.6,AtRisk
217,12615.0,2,4,2291.19,Loyal
218,12616.0,95,2,713.3,AtRisk
219,12617.0,29,1,355.53,NewCustomer
220,12618.0,22,1,177.31,NewCustomer
221,12619.0,16,9,3641.24,Loyal
222,12620.0,15,3,1339.41,CantLoseThem
223,12621.0,2,20,13689.67,Loyal
224,12622.0,232,1,180.1,AtRisk
225,12623.0,276,1,305.1,AtRisk
226,12624.0,106,2,641.13,AtRisk
227,12625.0,212,2,2683.82,CantLoseThem
228,12626.0,23,9,6620.48,Loyal
229,12627.0,11,7,4478.53,Loyal
230,12628.0,4,3,786.46,NewCustomer
231,12630.0,10,2,1270.88,NewCustomer
232,12631.0,57,1,640.5,AtRisk
233,12633.0,59,4,2163.98,CantLoseThem
234,12635.0,90,2,1689.18,CantLoseThem
235,12637.0,67,8,6021.9,CantLoseThem
236,12638.0,33,1,671.69,NewCustomer
237,12639.0,239,1,486.1,AtRisk
238,12640.0,24,3,1174.58,CantLoseThem
239,12641.0,115,1,185.9,AtRisk
240,12642.0,25,3,1013.26,CantLoseThem
241,12643.0,128,6,3344.64,CantLoseThem
242,12644.0,130,1,477.91,AtRisk
243,12645.0,34,4,1775.18,CantLoseThem
244,12646.0,5,2,1346.97,NewCustomer
245,12647.0,22,12,3722.82,Loyal
246,12648.0,155,1,318.05,AtRisk
247,12649.0,107,3,623.51,CantLoseThem
248,12650.0,3,1,314.44,NewCustomer
249,12651.0,335,1,114.0,AtRisk
250,12652.0,331,1,919.98,AtRisk
251,12653.0,149,2,2209.85,CantLoseThem
252,12654.0,11,5,601.98,NewCustomer
253,12656.0,17,5,4051.17,Loyal
254,12657.0,11,4,1643.18,CantLoseThem
255,12658.0,19,1,686.05,NewCustomer
256,12659.0,30,1,91.68,AtRisk
257,12660.0,11,1,245.1,NewCustomer
258,12662.0,1,11,3849.78,Loyal
259,12664.0,8,9,4881.88,Loyal
260,12665.0,325,1,63.0,AtRisk
261,12667.0,58,1,620.13,AtRisk
262,12668.0,12,4,3807.15,Loyal
263,12669.0,151,3,2744.03,CantLoseThem
264,12670.0,10,5,2996.05,Loyal
265,12672.0,330,1,225.9,AtRisk
266,12673.0,5,2,610.52,NewCustomer
267,12674.0,39,4,1970.6,CantLoseThem
268,12676.0,25,6,1331.39,CantLoseThem
269,12678.0,42,12,17628.46,Loyal
270,12679.0,59,4,1113.02,CantLoseThem
271,12680.0,1,4,862.81,NewCustomer
272,12681.0,15,22,13787.54,Loyal
273,12682.0,4,31,12288.22,Loyal
274,12683.0,4,15,8476.57,Loyal
275,12684.0,8,7,2283.63,Loyal
276,12685.0,28,6,2863.08,CantLoseThem
277,12686.0,372,1,89.14,AtRisk
278,12688.0,114,1,4873.81,CantLoseThem
279,12689.0,26,2,1247.61,CantLoseThem
280,12690.0,206,1,389.01,AtRisk
281,12691.0,28,6,1035.8,CantLoseThem
282,12693.0,127,4,855.91,CantLoseThem
283,12694.0,70,2,869.67,CantLoseThem
284,12695.0,7,4,582.1,NewCustomer
285,12697.0,29,3,957.59,CantLoseThem
286,12700.0,8,4,4939.99,Loyal
287,12701.0,80,2,797.71,CantLoseThem
288,12702.0,20,1,219.0,NewCustomer
289,12703.0,71,1,283.55,AtRisk
290,12704.0,7,8,2340.84,Loyal
291,12705.0,15,9,6868.29,Loyal
292,12707.0,292,1,603.42,AtRisk
293,12708.0,30,10,2712.91,Loyal
294,12709.0,15,15,9736.52,Loyal
295,12710.0,97,3,1149.02,CantLoseThem
296,12712.0,29,13,4396.13,Loyal
297,12713.0,1,1,848.55,NewCustomer
298,12714.0,9,5,4708.86,Loyal
299,12715.0,106,1,353.86,AtRisk
300,12716.0,4,2,1053.49,NewCustomer
301,12717.0,151,2,1030.98,CantLoseThem
302,12718.0,71,1,238.25,AtRisk
303,12719.0,5,2,644.95,NewCustomer
304,12720.0,3,25,5781.73,Loyal
305,12721.0,32,6,2656.13,CantLoseThem
306,12722.0,85,4,997.63,CantLoseThem
307,12723.0,4,5,725.07,NewCustomer
308,12724.0,5,4,1031.41,NewCustomer
309,12725.0,371,1,427.8,AtRisk
310,12726.0,28,7,2609.1,CantLoseThem
311,12727.0,11,7,3980.7,Loyal
312,12728.0,71,4,836.33,CantLoseThem
313,12729.0,114,1,453.01,AtRisk
314,12731.0,24,12,18895.91,Loyal
315,12732.0,180,1,236.26,AtRisk
316,12733.0,234,1,383.95,AtRisk
317,12734.0,353,1,110.4,AtRisk
318,12735.0,315,2,779.5699999999999,AtRisk
319,12736.0,333,1,234.0,AtRisk
320,12738.0,372,1,155.35,AtRisk
321,12739.0,78,2,1013.04,CantLoseThem
322,12740.0,64,1,427.6,AtRisk
323,12743.0,134,2,546.43,AtRisk
324,12744.0,52,7,21279.29,Loyal
325,12747.0,2,11,4196.01,Loyal
326,12748.0,1,209,33719.73,Loyal
327,12749.0,4,5,4090.88,Loyal
328,12750.0,129,1,275.88,AtRisk
329,12752.0,81,1,4366.78,CantLoseThem
330,12753.0,23,6,21429.39,Loyal
331,12754.0,236,3,3010.74,CantLoseThem
332,12755.0,281,2,3811.95,CantLoseThem
333,12756.0,87,1,112.07999999999998,AtRisk
334,12757.0,16,13,7857.1,Loyal
335,12758.0,117,2,2791.59,CantLoseThem
336,12759.0,52,3,1531.44,CantLoseThem
337,12762.0,8,2,1898.52,NewCustomer
338,12763.0,138,2,494.08,AtRisk
339,12764.0,317,1,1693.88,AtRisk
340,12766.0,4,7,6989.63,Loyal
341,12769.0,239,1,1143.6,AtRisk
342,12770.0,211,1,1351.45,AtRisk
343,12772.0,60,1,892.47,AtRisk
344,12775.0,17,5,1386.04,CantLoseThem
345,12778.0,20,6,822.23,CantLoseThem
346,12779.0,38,8,3981.36,Loyal
347,12781.0,64,2,826.74,CantLoseThem
348,12782.0,5,5,2330.92,Loyal
349,12783.0,2,6,2225.91,Loyal
350,12784.0,9,2,574.42,NewCustomer
351,12785.0,364,1,311.95,AtRisk
352,12787.0,10,3,463.66,NewCustomer
353,12789.0,65,1,91.85,AtRisk
354,12790.0,192,1,324.92,AtRisk
355,12791.0,374,1,192.6,AtRisk
356,12792.0,257,1,400.54,AtRisk
357,12793.0,335,2,545.48,AtRisk
358,12794.0,53,2,860.41,CantLoseThem
359,12795.0,19,1,430.48,NewCustomer
360,12797.0,366,1,254.03,AtRisk
361,12798.0,10,3,6977.04,Loyal
362,12802.0,187,1,427.58,AtRisk
363,12808.0,37,3,483.65,NewCustomer
364,12809.0,178,1,489.31,AtRisk
365,12811.0,261,3,514.85,AtRisk
366,12812.0,45,1,229.64,AtRisk
367,12814.0,102,1,125.92,AtRisk
368,12815.0,148,2,1063.46,CantLoseThem
369,12816.0,96,2,572.2,AtRisk
370,12817.0,281,1,166.04,AtRisk
371,12818.0,262,1,1542.08,AtRisk
372,12820.0,3,4,942.34,NewCustomer
373,12821.0,214,1,92.72,AtRisk
374,12822.0,71,2,948.88,CantLoseThem
375,12823.0,75,5,1759.5,CantLoseThem
376,12824.0,60,1,397.12,AtRisk
377,12826.0,3,7,1474.72,Loyal
378,12827.0,6,3,430.15,NewCustomer
379,12828.0,3,6,1018.71,Loyal
380,12829.0,337,2,293.0,AtRisk
381,12830.0,38,6,6814.64,CantLoseThem
382,12831.0,262,1,215.05,AtRisk
383,12832.0,32,2,383.03,NewCustomer
384,12833.0,145,1,417.38,AtRisk
385,12834.0,283,1,312.38,AtRisk
386,12836.0,59,4,2612.86,CantLoseThem
387,12837.0,173,1,134.1,AtRisk
388,12838.0,34,2,683.13,NewCustomer
389,12839.0,3,14,5591.42,Loyal
390,12840.0,144,4,2726.77,CantLoseThem
391,12841.0,5,25,4022.35,Loyal
392,12842.0,70,2,1118.99,CantLoseThem
393,12843.0,66,8,1702.26,CantLoseThem
394,12844.0,29,2,325.96000000000004,NewCustomer
395,12845.0,267,4,354.09,AtRisk
396,12847.0,22,1,871.54,NewCustomer
397,12849.0,31,2,1050.89,CantLoseThem
398,12851.0,97,1,135.18,AtRisk
399,12852.0,295,1,311.55,AtRisk
400,12853.0,135,6,1957.1,CantLoseThem
401,12854.0,79,3,1324.5,CantLoseThem
402,12855.0,373,1,38.1,AtRisk
403,12856.0,8,6,2179.93,Loyal
404,12857.0,211,2,1106.4,CantLoseThem
405,12863.0,52,1,521.2,AtRisk
406,12864.0,138,1,147.12,AtRisk
407,12865.0,26,2,1568.23,CantLoseThem
408,12866.0,283,1,559.12,AtRisk
409,12867.0,26,7,4036.82,Loyal
410,12868.0,186,6,1607.0600000000002,CantLoseThem
411,12871.0,84,2,380.64,AtRisk
412,12872.0,327,2,599.97,AtRisk
413,12873.0,282,1,374.0,AtRisk
414,12875.0,143,2,343.2300000000001,AtRisk
415,12876.0,58,2,2218.02,CantLoseThem
416,12877.0,4,12,1535.77,Loyal
417,12878.0,236,2,854.99,AtRisk
418,12879.0,45,3,573.22,CantLoseThem
419,12881.0,276,1,298.0,AtRisk
420,12882.0,9,2,1463.04,NewCustomer
421,12883.0,25,4,703.47,CantLoseThem
422,12884.0,88,1,309.05,AtRisk
423,12885.0,63,3,1175.22,CantLoseThem
424,12886.0,68,2,1378.4,CantLoseThem
425,12888.0,214,2,354.12,AtRisk
426,12890.0,24,1,380.47,NewCustomer
427,12891.0,186,3,331.0,AtRisk
428,12893.0,31,1,188.14,NewCustomer
429,12895.0,42,2,372.8,NewCustomer
430,12897.0,205,2,216.5,AtRisk
431,12901.0,9,28,17654.54,Loyal
432,12902.0,265,1,138.68,AtRisk
433,12904.0,18,2,509.58,NewCustomer
434,12906.0,12,5,2919.81,Loyal
435,12908.0,176,2,750.0,AtRisk
436,12909.0,40,5,2178.67,CantLoseThem
437,12910.0,23,8,3075.04,Loyal
438,12912.0,3,5,1662.3,Loyal
439,12913.0,5,5,2483.63,Loyal
440,12915.0,149,2,363.65,AtRisk
441,12916.0,139,4,3006.15,CantLoseThem
442,12917.0,128,1,594.0,AtRisk
443,12919.0,8,6,1335.19,Loyal
444,12920.0,17,1,164.23,NewCustomer
445,12921.0,9,37,16587.09,Loyal
446,12922.0,161,1,405.38,AtRisk
447,12923.0,64,1,176.97,AtRisk
448,12924.0,88,4,933.7,CantLoseThem
449,12925.0,5,2,694.05,NewCustomer
450,12928.0,35,5,2062.7000000000003,CantLoseThem
451,12929.0,312,1,117.85,AtRisk
452,12930.0,78,2,415.8,AtRisk
453,12931.0,22,15,42055.96,Loyal
454,12933.0,24,3,607.53,NewCustomer
455,12935.0,2,7,2160.7,Loyal
456,12936.0,17,4,1063.9,CantLoseThem
457,12937.0,15,4,1504.27,CantLoseThem
458,12938.0,26,1,114.14,NewCustomer
459,12939.0,64,8,11581.8,Loyal
460,12940.0,55,2,913.54,CantLoseThem
461,12942.0,131,3,683.9,CantLoseThem
462,12944.0,36,2,604.51,NewCustomer
463,12945.0,288,1,462.95,AtRisk
464,12947.0,144,6,1603.99,CantLoseThem
465,12948.0,16,7,2064.95,Loyal
466,12949.0,31,8,4167.22,Loyal
467,12950.0,2,3,1843.0,NewCustomer
468,12951.0,9,6,1064.07,Loyal
469,12952.0,6,4,1387.79,NewCustomer
470,12953.0,10,1,329.85,NewCustomer
471,12955.0,1,11,4757.16,Loyal
472,12956.0,306,1,108.07,AtRisk
473,12957.0,10,8,4017.54,Loyal
474,12962.0,7,2,266.39,NewCustomer
475,12963.0,8,8,1856.63,Loyal
476,12965.0,89,1,771.91,AtRisk
477,12966.0,10,1,160.18,NewCustomer
478,12967.0,358,2,1660.9,CantLoseThem
479,12968.0,112,1,135.95,AtRisk
480,12970.0,7,4,452.24,NewCustomer
481,12971.0,4,86,11189.91,Loyal
482,12974.0,198,1,144.8,AtRisk
483,12976.0,212,1,738.6,AtRisk
484,12977.0,156,1,39.24,AtRisk
485,12980.0,158,9,7374.900000000001,CantLoseThem
486,12981.0,30,2,372.22,NewCustomer
487,12982.0,243,1,390.54,AtRisk
488,12984.0,19,1,97.5,NewCustomer
489,12985.0,1,2,1239.38,NewCustomer
490,12987.0,74,2,558.7,AtRisk
491,12988.0,292,1,535.32,AtRisk
492,12989.0,3,15,6924.110000000001,Loyal
493,12990.0,31,3,409.5,NewCustomer
494,12991.0,23,2,503.76,NewCustomer
495,12993.0,23,4,414.76,NewCustomer
496,12994.0,4,3,974.42,NewCustomer
497,12995.0,85,1,211.32,AtRisk
498,12997.0,22,4,1226.89,CantLoseThem
499,12999.0,196,3,455.88,AtRisk
500,13000.0,107,3,534.85,CantLoseThem
501,13001.0,4,13,9818.82,Loyal
502,13002.0,318,1,120.95,AtRisk
503,13003.0,106,3,149.05,AtRisk
504,13004.0,12,18,5655.91,Loyal
505,13005.0,174,2,513.7,AtRisk
506,13006.0,56,1,81.57,AtRisk
507,13008.0,323,1,229.47,AtRisk
508,13011.0,372,1,50.55,AtRisk
509,13012.0,9,8,1661.84,Loyal
510,13013.0,1,13,4810.9400000000005,Loyal
511,13014.0,11,10,3466.28,Loyal
512,13015.0,53,5,3346.28,CantLoseThem
513,13016.0,73,3,789.89,CantLoseThem
514,13017.0,7,1,204.0,NewCustomer
515,13018.0,16,28,7277.7,Loyal
516,13021.0,4,9,2616.38,Loyal
517,13023.0,64,2,689.9,CantLoseThem
518,13026.0,1,5,975.36,Loyal
519,13027.0,114,6,6912.0,CantLoseThem
520,13028.0,23,2,661.3199999999999,NewCustomer
521,13029.0,31,3,1247.5,CantLoseThem
522,13030.0,11,2,799.48,NewCustomer
523,13032.0,52,2,1010.18,CantLoseThem
524,13033.0,357,1,190.55,AtRisk
525,13034.0,55,2,642.77,CantLoseThem
526,13035.0,74,2,921.88,CantLoseThem
527,13037.0,138,3,881.07,CantLoseThem
528,13038.0,80,3,908.46,CantLoseThem
529,13040.0,9,2,676.99,NewCustomer
530,13043.0,273,1,516.42,AtRisk
531,13044.0,291,1,560.47,AtRisk
532,13045.0,99,1,305.28000000000003,AtRisk
533,13046.0,31,2,629.31,NewCustomer
534,13047.0,32,10,3237.54,Loyal
535,13048.0,14,4,1835.91,CantLoseThem
536,13049.0,64,2,656.6800000000001,CantLoseThem
537,13050.0,15,17,5836.86,Loyal
538,13052.0,212,1,348.15000000000003,AtRisk
539,13055.0,78,3,1214.41,CantLoseThem
540,13058.0,25,3,271.40000000000003,NewCustomer
541,13059.0,250,1,183.4,AtRisk
542,13060.0,254,1,307.53,AtRisk
543,13061.0,72,1,248.61,AtRisk
544,13062.0,191,1,346.98,AtRisk
545,13064.0,13,4,1119.49,CantLoseThem
546,13065.0,373,1,205.86,AtRisk
547,13066.0,24,2,470.8,NewCustomer
548,13067.0,82,1,115.46,AtRisk
549,13068.0,10,2,344.0,NewCustomer
550,13069.0,1,24,4436.12,Loyal
551,13070.0,192,1,228.8,AtRisk
552,13072.0,267,1,177.15,AtRisk
553,13075.0,130,1,919.61,AtRisk
554,13077.0,1,4,729.27,NewCustomer
555,13078.0,3,26,12627.94,Loyal
556,13079.0,4,5,220.1,NewCustomer
557,13080.0,179,1,58.08,AtRisk
558,13081.0,12,11,28337.38,Loyal
559,13082.0,126,9,3613.63,CantLoseThem
560,13083.0,4,2,303.75,NewCustomer
561,13085.0,158,2,416.08,AtRisk
562,13089.0,3,97,58825.83,Loyal
563,13090.0,9,14,8910.82,Loyal
564,13091.0,28,1,345.82,NewCustomer
565,13092.0,71,5,477.83,CantLoseThem
566,13093.0,276,8,7832.47,CantLoseThem
567,13094.0,21,12,1927.32,Loyal
568,13095.0,71,1,74.39999999999999,AtRisk
569,13097.0,33,10,6010.42,Loyal
570,13098.0,1,28,28882.44,Loyal
571,13099.0,99,1,207.36,AtRisk
572,13101.0,234,1,101.19,AtRisk
573,13102.0,1,24,6424.09,Loyal
574,13103.0,40,1,243.94,AtRisk
575,13104.0,3,6,1098.48,Loyal
576,13106.0,133,1,76.5,AtRisk
577,13107.0,44,4,1531.62,CantLoseThem
578,13108.0,373,1,350.06,AtRisk
579,13109.0,60,2,786.54,CantLoseThem
580,13110.0,31,7,1488.67,CantLoseThem
581,13113.0,1,24,12245.96,Loyal
582,13115.0,12,4,2294.78,CantLoseThem
583,13116.0,138,1,501.14,AtRisk
584,13117.0,22,8,984.91,CantLoseThem
585,13118.0,20,5,1197.81,CantLoseThem
586,13120.0,239,1,30.6,AtRisk
587,13121.0,269,1,283.73,AtRisk
588,13122.0,94,2,922.39,CantLoseThem
589,13124.0,90,3,3866.33,CantLoseThem
590,13126.0,5,8,2099.64,Loyal
591,13127.0,78,1,259.17,AtRisk
592,13130.0,94,1,64.0,AtRisk
593,13131.0,23,3,1073.3,CantLoseThem
594,13132.0,262,1,77.3,AtRisk
595,13133.0,274,2,109.8,AtRisk
596,13134.0,86,4,1793.58,CantLoseThem
597,13135.0,197,1,3096.0,CantLoseThem
598,13136.0,56,5,2607.61,CantLoseThem
599,13137.0,11,8,3650.41,Loyal
600,13138.0,22,6,962.39,CantLoseThem
601,13139.0,16,7,5064.94,Loyal
602,13140.0,108,3,423.72,AtRisk
603,13141.0,85,5,2388.75,CantLoseThem
604,13142.0,19,1,307.09,NewCustomer
605,13144.0,333,1,110.95,AtRisk
606,13145.0,40,4,618.52,CantLoseThem
607,13146.0,26,1,228.91,NewCustomer
608,13147.0,10,4,712.8000000000001,NewCustomer
609,13148.0,29,12,3707.12,Loyal
610,13149.0,14,4,1676.06,CantLoseThem
611,13151.0,296,1,1257.87,AtRisk
612,13153.0,6,1,486.22,NewCustomer
613,13155.0,33,4,971.76,CantLoseThem
614,13157.0,49,4,1741.22,CantLoseThem
615,13158.0,95,4,1201.06,CantLoseThem
616,13159.0,9,4,1437.85,NewCustomer
617,13160.0,22,1,91.8,NewCustomer
618,13161.0,313,1,112.75,AtRisk
619,13162.0,122,4,1688.29,CantLoseThem
620,13165.0,46,2,1021.48,CantLoseThem
621,13166.0,283,1,417.2,AtRisk
622,13167.0,19,4,791.33,CantLoseThem
623,13168.0,36,4,1319.19,CantLoseThem
624,13169.0,64,2,712.88,CantLoseThem
625,13170.0,27,1,116.01,NewCustomer
626,13171.0,22,3,468.41,NewCustomer
